filename,clip,Label,right_shoulder_x,right_shoulder_y,right_shoulder_v,right_hip_x,right_hip_y,right_hip_v,right_knee_x,right_knee_y,right_knee_v,right_ankle_x,right_ankle_y,right_ankle_v,right_heel_x,right_heel_y,right_heel_v,right_foot_index_x,right_foot_index_y,right_foot_index_v
Fatom_000010_t0001.00s.jpg,Fatom,1,497.98,254.95,0.9999886155128479,489.96,398.87,0.9999798536300659,499.98,489.79,0.9238136410713196,470.37,565.24,0.9611567854881287,449.58,570.32,0.9122629165649414,505.63,584.43,0.9368532299995422
Fatom_000011_t0001.10s.jpg,Fatom,0,492.74,250.46,0.9999892115592957,489.24,393.97,0.9999768137931824,505.48,485.92,0.9112755060195923,473.33,572.93,0.9534697532653809,457.4,586.39,0.8991573452949524,512.49,590.27,0.926848292350769
Fatom_000012_t0001.20s.jpg,Fatom,0,489.27,242.33,0.9999892115592957,479.85,386.79,0.9999769926071167,500.5,480.96,0.9135503172874451,513.95,573.48,0.9554359912872314,505.72,587.99,0.9025477766990662,550.67,585.9,0.9284673929214478
Fatom_000013_t0001.30s.jpg,Fatom,0,489.47,247.85,0.9999895691871643,479.4,393.86,0.999972939491272,498.48,491.76,0.8791565895080566,494.02,580.57,0.944985032081604,481.46,595.32,0.8927609324455261,531.56,594.87,0.9141138792037964
Fatom_000014_t0001.40s.jpg,Fatom,0,491.54,252.92,0.9999903440475464,479.33,399.68,0.9999736547470093,483.48,496.09,0.8752979040145874,462.78,582.93,0.9425778985023499,448.62,596.55,0.8879245519638062,499.84,601.61,0.9102529287338257
Fatom_000015_t0001.50s.jpg,Fatom,0,501.85,251.62,0.9999907612800598,477.66,399.52,0.9999743103981018,458.76,493.95,0.8791971802711487,425.49,577.7,0.9415416121482849,409.46,588.21,0.8775910139083862,459.27,600.97,0.9065974950790405
Fatom_000016_t0001.60s.jpg,Fatom,1,502.39,250.01,0.9999904036521912,478.26,397.61,0.9999752044677734,453.29,492.15,0.8850743770599365,390.01,568.39,0.9412235021591187,373.45,574.04,0.8610209226608276,413.19,601.79,0.9045620560646057
Fatom_000017_t0001.70s.jpg,Fatom,0,501.74,258.03,0.9999870657920837,493.51,403.53,0.9999673962593079,494.14,493.93,0.8722766637802124,471.28,568.58,0.9385329484939575,459.67,575.96,0.8674188256263733,504.59,582.12,0.8998793959617615
Fatom_000018_t0001.80s.jpg,Fatom,0,494.28,255.73,0.9999871850013733,491.46,401.63,0.9999673366546631,511.12,491.55,0.8527400493621826,467.9,570.41,0.9157490730285645,452.6,580.08,0.8304726481437683,506.02,591.52,0.8750640749931335
Fatom_000019_t0001.90s.jpg,Fatom,0,492.09,244.2,0.9999871850013733,490.27,387.64,0.9999669790267944,506.26,474.48,0.8419259190559387,520.17,569.4,0.9130996465682983,510.65,582.02,0.8305013179779053,563.19,579.05,0.8681382536888123
Fatom_000020_t0002.00s.jpg,Fatom,0,492.25,244.74,0.9999874830245972,489.96,387.95,0.9999629259109497,506.01,479.14,0.8189067840576172,504.99,575.58,0.9079785346984863,493.59,592.41,0.8301799893379211,545.01,583.49,0.859886646270752
Fatom_000021_t0002.10s.jpg,Fatom,0,498.6,253.79,0.9999884963035583,491.46,399.43,0.9999639987945557,497.39,494.67,0.8228929042816162,479.6,578.8,0.9094817042350769,463.77,593.06,0.833447277545929,516.93,597.69,0.862570583820343
Fatom_000022_t0002.20s.jpg,Fatom,1,508.26,251.44,0.9999893307685852,490.94,398.66,0.9999655485153198,478.08,491.97,0.8344480395317078,440.67,578.02,0.9125524759292603,425.58,589.47,0.8365615010261536,475.18,597.01,0.8644604682922363
Fatom_000023_t0002.30s.jpg,Fatom,0,511.55,246.92,0.9999886751174927,494.84,388.31,0.9999618530273438,481.83,473.17,0.8375063538551331,433.67,572.4,0.9052156805992126,396.49,573.21,0.8231616020202637,438.87,596.73,0.8511806130409241
Fatom_000024_t0002.40s.jpg,Fatom,1,510.95,253.78,0.9999860525131226,494.68,395.36,0.999963641166687,479.92,480.18,0.8389335870742798,405.84,546.59,0.9011017084121704,390.18,548.17,0.7976070642471313,414.56,589.95,0.847412109375
Fatom_000025_t0002.50s.jpg,Fatom,1,510.73,255.82,0.9999856352806091,494.73,395.75,0.999964714050293,514.88,484.32,0.8452513217926025,453.17,552.9,0.901166558265686,434.23,553.92,0.78961181640625,481.29,585.4,0.851121187210083
Fatom_000026_t0002.60s.jpg,Fatom,0,510.44,244.66,0.9999865889549255,494.6,387.62,0.9999657273292542,515.43,482.87,0.8511936664581299,503.96,572.45,0.9048388600349426,495.63,586.54,0.795257568359375,543.25,584.08,0.8548701405525208
Fatom_000027_t0002.70s.jpg,Fatom,0,506.95,243.41,0.9999873042106628,488.41,381.59,0.9999672174453735,513.19,474.06,0.8610557317733765,514.47,570.99,0.9123795032501221,501.94,585.05,0.810060977935791,556.64,584.94,0.8654064536094666
Fatom_000028_t0002.80s.jpg,Fatom,1,504.15,253.11,0.9999880790710449,488.04,396.17,0.999968409538269,507.75,493.32,0.8640732765197754,498.02,575.14,0.9153082966804504,492.77,586.61,0.8178893327713013,546.67,593.17,0.8704952001571655
Fatom_000029_t0002.90s.jpg,Fatom,0,506.34,252.61,0.9999890327453613,487.61,395.69,0.9999697804450989,482.34,492.29,0.8669096827507019,456.11,574.19,0.9174033999443054,440.65,585.22,0.8222951889038086,492.05,592.76,0.8717753291130066
Fatom_000030_t0003.00s.jpg,Fatom,0,508.7,244.08,0.9999883770942688,482.87,385.84,0.9999688267707825,461.64,475.65,0.8680474758148193,421.84,564.18,0.9117897152900696,404.91,571.42,0.7983493804931641,443.49,592.9,0.8612829446792603
Fatom_000031_t0003.10s.jpg,Fatom,1,507.74,245.68,0.9999861717224121,483.22,385.97,0.9999703764915466,453.87,477.2,0.8779405355453491,390.77,557.99,0.9167765378952026,372.82,563.33,0.7964351177215576,404.49,593.52,0.868448793888092
Fatom_000032_t0003.20s.jpg,Fatom,1,501.54,256.92,0.9999766945838928,491.35,403.32,0.9999672174453735,496.18,494.68,0.8456918597221375,461.34,563.44,0.8971753716468811,437.25,568.4,0.7776938676834106,499.46,581.04,0.8386155366897583
Fatom_000033_t0003.30s.jpg,Fatom,1,496.22,256.67,0.9999786615371704,490.24,401.46,0.9999625086784363,508.8,492.3,0.8258891701698303,469.49,573.15,0.8807149529457092,452.48,585.5,0.7611415982246399,507.07,592.43,0.8223124146461487
Fatom_000034_t0003.40s.jpg,Fatom,0,493.43,243.95,0.9999794363975525,483.48,388.21,0.9999627470970154,501.77,478.05,0.8227009773254395,510.28,571.48,0.8808150887489319,499.87,583.65,0.7629037499427795,546.54,587.81,0.8196653723716736
Fatom_000035_t0003.50s.jpg,Fatom,1,494.2,249.09,0.9999806880950928,485.46,396.4,0.9999617338180542,503.96,492.16,0.8124067187309265,496.83,577.48,0.8837305307388306,483.11,593.03,0.7739728689193726,535.1,598.59,0.8225969076156616
Fatom_000036_t0003.60s.jpg,Fatom,0,501.16,251.82,0.9999824166297913,486.72,399.37,0.9999638795852661,490.96,496.35,0.8233399391174316,468.39,578.74,0.8917005062103271,454.09,590.89,0.7891710996627808,504.81,599.31,0.8343092799186707
Fatom_000037_t0003.70s.jpg,Fatom,0,510.09,245.18,0.9999836683273315,486.48,390.06,0.9999646544456482,467.95,486.29,0.8344588279724121,429.76,573.95,0.8972676396369934,414.65,583.39,0.7969957590103149,464.22,598.74,0.8406077027320862
Fatom_000038_t0003.80s.jpg,Fatom,1,509.12,245.41,0.9999822378158569,486.49,385.17,0.9999662041664124,462.34,479.33,0.8361271619796753,403.21,563.51,0.8945768475532532,383.12,569.7,0.7735244035720825,420.1,598.64,0.8326908946037292
Fatom_000039_t0003.90s.jpg,Fatom,0,508.61,256.22,0.9999819397926331,493.6,397.81,0.9999678730964661,497.0,487.98,0.8355105519294739,473.37,567.24,0.8975030779838562,458.28,576.4,0.7852165699005127,508.28,585.15,0.8323875069618225
Fatom_000040_t0004.00s.jpg,Fatom,1,495.72,254.49,0.9999825954437256,480.59,398.03,0.9999661445617676,493.65,492.31,0.8305941820144653,463.23,572.23,0.8870982527732849,447.14,585.72,0.7704700827598572,499.74,592.28,0.819328784942627
Fatom_000041_t0004.10s.jpg,Fatom,0,490.27,243.55,0.9999831318855286,475.64,390.71,0.9999637007713318,492.97,484.42,0.8306465148925781,507.76,578.64,0.8910031914710999,496.7,594.17,0.7798557281494141,545.55,591.5,0.8238711953163147
Fatom_000042_t0004.20s.jpg,Fatom,1,485.88,248.35,0.999984085559845,473.21,400.27,0.9999640583992004,493.32,498.61,0.8393344879150391,490.48,587.98,0.8992862701416016,478.37,601.3,0.7970044612884521,528.74,603.24,0.8369717001914978
Fatom_000043_t0004.30s.jpg,Fatom,0,486.99,259.12,0.9999851584434509,474.25,410.1,0.9999632239341736,482.55,503.54,0.8322403430938721,459.14,589.19,0.8963958024978638,440.84,603.67,0.7938887476921082,491.58,606.29,0.8346242904663086
Fatom_000044_t0004.40s.jpg,Fatom,1,490.23,257.64,0.9999861121177673,468.61,407.62,0.9999650716781616,454.66,501.84,0.8420661687850952,415.85,587.97,0.9018188118934631,398.64,601.66,0.7974733710289001,451.42,607.4,0.841110348701477
Fatom_000045_t0004.50s.jpg,Fatom,1,490.71,249.48,0.9999844431877136,469.46,398.67,0.9999544024467468,478.96,484.21,0.8073335886001587,502.8,568.68,0.8681055307388306,490.6,589.84,0.7851914167404175,542.67,573.38,0.7919822335243225
Fatom_000046_t0004.60s.jpg,Fatom,0,489.59,254.02,0.9999832510948181,472.04,400.94,0.9999573230743408,455.62,492.04,0.817825973033905,377.1,555.69,0.8737017512321472,360.33,559.51,0.7760071158409119,384.77,596.76,0.8013070225715637
Fatom_000047_t0004.70s.jpg,Fatom,1,481.22,254.29,0.9999837279319763,463.75,402.91,0.9999591708183289,456.27,505.04,0.8297101855278015,398.79,561.79,0.8772673606872559,380.16,568.56,0.7726503014564514,420.77,606.4,0.8104434609413147
Fatom_000048_t0004.80s.jpg,Fatom,0,479.14,248.31,0.9999849200248718,464.76,396.42,0.9999562501907349,491.27,489.84,0.8239621520042419,484.46,586.78,0.8797165155410767,473.16,602.81,0.780989408493042,523.53,595.99,0.8142508268356323
Fatom_000049_t0004.90s.jpg,Fatom,0,475.94,243.73,0.9999845027923584,461.18,392.1,0.9999560117721558,487.01,485.74,0.8189414143562317,498.87,583.71,0.8804534673690796,486.82,598.66,0.7862104773521423,537.95,587.89,0.8137473464012146
Fatom_000050_t0005.00s.jpg,Fatom,0,475.68,253.19,0.99998539686203,461.85,399.78,0.9999567270278931,481.62,497.27,0.8191829919815063,491.99,585.43,0.8871133923530579,481.17,599.81,0.7986065745353699,517.99,595.25,0.8245822191238403
Fatom_000051_t0005.10s.jpg,Fatom,0,479.0,252.78,0.9999864101409912,461.91,400.51,0.9999592900276184,460.78,499.76,0.8244632482528687,439.57,584.42,0.8905583024024963,422.78,598.89,0.7977485060691833,473.34,598.88,0.8293240070343018
Fatom_000052_t0005.20s.jpg,Fatom,0,486.35,247.28,0.9999867677688599,459.67,391.69,0.9999606609344482,442.22,485.19,0.8280025720596313,400.11,574.8,0.8917517066001892,381.32,583.06,0.7820711731910706,428.19,598.29,0.8312878608703613
Fatom_000053_t0005.30s.jpg,Fatom,1,485.95,249.45,0.9999855756759644,460.11,398.92,0.9999620318412781,441.34,492.56,0.8377063870429993,370.6,565.82,0.8972941637039185,355.59,568.94,0.7769028544425964,389.36,599.36,0.8401852250099182
Fatom_000054_t0005.40s.jpg,Fatom,1,484.29,256.92,0.9999820590019226,464.61,403.42,0.9999615550041199,484.41,494.56,0.8238024711608887,436.15,563.6,0.886019766330719,410.26,568.25,0.7616564631462097,461.49,583.87,0.8310539126396179
Fatom_000055_t0005.50s.jpg,Fatom,1,481.64,251.47,0.9999833703041077,465.98,395.42,0.9999625086784363,494.76,482.15,0.8289629220962524,471.47,570.65,0.8915745615959167,455.77,581.47,0.7721462845802307,511.84,586.1,0.8389479517936707
Fatom_000056_t0005.60s.jpg,Fatom,0,479.22,243.59,0.9999834299087524,465.22,386.27,0.9999640583992004,489.07,473.98,0.8396058678627014,512.09,568.1,0.8994431495666504,501.0,581.64,0.7888868451118469,550.21,579.52,0.8490562438964844
Fatom_000057_t0005.70s.jpg,Fatom,0,478.12,252.85,0.9999836087226868,470.82,394.2,0.9999614953994751,489.04,483.79,0.8263289332389832,492.15,570.91,0.8983439803123474,477.66,585.35,0.7936487793922424,528.47,587.09,0.8457520008087158
Fatom_000058_t0005.80s.jpg,Fatom,0,478.98,255.13,0.9999849200248718,471.73,397.07,0.9999642372131348,488.74,490.71,0.8352361917495728,465.34,576.51,0.9029554724693298,452.13,588.24,0.7992881536483765,499.46,591.04,0.8530187606811523
Fatom_000059_t0005.90s.jpg,Fatom,0,486.47,249.48,0.9999853372573853,472.54,392.58,0.9999648332595825,460.41,484.32,0.8267896175384521,429.96,570.79,0.8916555643081665,416.35,582.03,0.7745787501335144,459.49,591.05,0.8368739485740662
Fatom_000060_t0006.00s.jpg,Fatom,1,486.25,248.11,0.9999846816062927,470.91,388.69,0.9999663829803467,443.61,482.96,0.8379017114639282,391.4,565.13,0.8958567380905151,375.33,573.06,0.764009952545166,414.6,591.69,0.8417196273803711
Fatom_000061_t0006.10s.jpg,Fatom,0,486.17,254.52,0.9999814033508301,473.33,396.33,0.999967634677887,449.79,488.34,0.8417442440986633,380.77,553.65,0.8966794610023499,365.18,557.03,0.7509427070617676,395.97,591.44,0.8450114130973816
Fatom_000062_t0006.20s.jpg,Fatom,1,482.1,253.9,0.9999820590019226,468.11,396.2,0.9999688267707825,467.98,492.05,0.849258542060852,426.05,561.96,0.8987461924552917,408.35,567.77,0.750634491443634,459.04,591.41,0.8491042852401733
Fatom_000063_t0006.30s.jpg,Fatom,0,479.06,246.01,0.9999834299087524,468.06,384.39,0.9999672770500183,488.46,475.7,0.8416327834129333,489.98,573.24,0.8995864987373352,477.48,585.89,0.7583989500999451,529.07,588.13,0.8503443598747253
Fatom_000064_t0006.40s.jpg,Fatom,0,475.99,246.36,0.999984085559845,466.0,387.87,0.9999659061431885,486.99,479.61,0.8449654579162598,486.25,576.44,0.9052233099937439,473.91,589.46,0.7729743719100952,523.44,592.8,0.858252227306366
Fatom_000065_t0006.50s.jpg,Fatom,0,475.45,255.42,0.9999855160713196,465.12,398.36,0.9999681711196899,477.61,492.95,0.8547337651252747,465.59,584.83,0.911553680896759,448.4,597.04,0.787735104560852,515.51,603.41,0.8679898977279663
Fatom_000066_t0006.60s.jpg,Fatom,0,479.26,250.24,0.9999865293502808,463.53,397.92,0.9999703168869019,454.45,492.7,0.8623769283294678,425.52,583.88,0.9171530604362488,407.24,593.36,0.7971620559692383,459.14,605.25,0.8755847811698914
Fatom_000067_t0006.70s.jpg,Fatom,0,482.3,245.05,0.9999866485595703,460.48,388.64,0.9999715685844421,445.01,480.12,0.8723169565200806,394.99,569.04,0.9227100610733032,373.1,576.43,0.7974944710731506,411.96,604.33,0.8828499913215637
Fatom_000068_t0006.80s.jpg,Fatom,1,482.83,253.38,0.9999831914901733,462.35,398.9,0.9999719262123108,435.92,485.22,0.8698042035102844,372.08,559.69,0.9218735694885254,356.81,563.12,0.7819226384162903,385.68,601.16,0.8801708817481995
Fatom_000069_t0006.90s.jpg,Fatom,0,476.15,255.46,0.9999809265136719,463.85,400.98,0.9999704360961914,477.39,491.25,0.8429659605026245,422.2,567.57,0.9019901156425476,401.46,567.93,0.753898561000824,462.0,590.07,0.8564006090164185
Fatom_000070_t0007.00s.jpg,Fatom,0,469.78,247.52,0.9999821782112122,464.41,393.53,0.9999681115150452,485.49,484.48,0.8393804430961609,477.38,577.03,0.9008261561393738,467.52,589.59,0.7571995854377747,517.84,589.26,0.8555213809013367
Fatom_000071_t0007.10s.jpg,Fatom,0,468.81,240.25,0.9999818801879883,460.34,385.6,0.9999664425849915,481.0,478.46,0.840225875377655,493.99,572.08,0.9028593897819519,486.06,587.11,0.7673342227935791,527.19,583.55,0.856378972530365
Fatom_000072_t0007.20s.jpg,Fatom,1,469.87,248.42,0.9999832510948181,461.82,396.26,0.9999675750732422,479.58,490.88,0.8484251499176025,478.42,578.81,0.9096505641937256,477.2,594.44,0.7839801907539368,508.55,593.95,0.8655834197998047
Fatom_000073_t0007.30s.jpg,Fatom,0,475.37,250.4,0.9999845623970032,459.44,395.94,0.999970018863678,452.39,490.57,0.8594577312469482,435.08,578.38,0.9164648652076721,420.51,589.68,0.7975553870201111,465.3,593.97,0.8751162886619568
Fatom_000074_t0007.40s.jpg,Fatom,0,484.39,246.1,0.9999855160713196,463.48,390.74,0.9999697804450989,458.1,484.56,0.868992269039154,426.75,577.66,0.9218389391899109,389.47,583.41,0.8102198839187622,459.78,591.97,0.8817505836486816
Fatom_000075_t0007.50s.jpg,Fatom,0,484.58,248.8,0.99998539686203,467.88,390.76,0.9999718070030212,453.88,480.93,0.8803620934486389,371.62,562.74,0.9279270172119141,356.0,567.75,0.8184717893600464,387.3,592.89,0.8902530074119568
Fatom_000076_t0007.60s.jpg,Fatom,0,486.24,256.1,0.9999815821647644,478.72,397.18,0.9999716281890869,480.29,491.99,0.8814831376075745,450.92,570.79,0.9286713600158691,432.43,582.64,0.8199533820152283,459.05,596.43,0.8900309801101685
Fatom_000077_t0007.70s.jpg,Fatom,1,484.85,253.93,0.9999825954437256,474.14,396.86,0.9999717473983765,494.0,491.32,0.8861580491065979,455.15,576.73,0.9282596111297607,437.91,587.95,0.8237329125404358,488.89,597.08,0.8883585929870605
Fatom_000078_t0007.80s.jpg,Fatom,0,482.12,244.19,0.9999819397926331,467.12,388.25,0.9999714493751526,490.96,481.74,0.8882021903991699,507.23,576.94,0.9306879639625549,498.0,593.2,0.8327091932296753,546.15,587.67,0.8897231817245483
Fatom_000079_t0007.90s.jpg,Fatom,1,481.79,246.68,0.9999807476997375,467.16,395.26,0.9999661445617676,490.33,487.03,0.889560878276825,489.64,582.4,0.933387279510498,476.73,599.58,0.8420491814613342,529.19,594.8,0.893372654914856
Fatom_000080_t0008.00s.jpg,Fatom,0,484.9,253.54,0.9999823570251465,477.36,402.4,0.9999683499336243,488.31,494.57,0.8956647515296936,460.78,586.14,0.9372914433479309,448.63,599.28,0.8494700789451599,503.68,599.87,0.8995203971862793
Fatom_000081_t0008.10s.jpg,Fatom,1,493.18,249.23,0.9999838471412659,475.62,399.7,0.9999703764915466,464.11,493.71,0.9044510126113892,429.72,584.08,0.9428658485412598,414.73,595.37,0.8628959059715271,464.12,599.66,0.9082387089729309
Fatom_000082_t0008.20s.jpg,Fatom,1,494.93,246.62,0.9999838471412659,473.59,393.25,0.9999708533287048,460.43,486.49,0.9090530872344971,411.27,581.49,0.9435411095619202,378.02,585.98,0.856812596321106,420.8,601.93,0.908250093460083
Fatom_000083_t0008.30s.jpg,Fatom,1,494.49,252.84,0.9999814033508301,472.25,400.47,0.9999722242355347,450.01,491.64,0.9129315614700317,373.28,563.83,0.9455910325050354,357.15,567.18,0.8495978116989136,385.45,602.65,0.9112800359725952
Fatom_000084_t0008.40s.jpg,Fatom,0,486.41,253.6,0.9999803900718689,469.18,400.09,0.9999710917472839,472.03,496.7,0.8942679762840271,377.27,562.75,0.9277613162994385,371.24,566.24,0.8150924444198608,413.64,597.98,0.89020174741745
Fatom_000085_t0008.50s.jpg,Fatom,0,483.08,247.45,0.9999814629554749,471.08,389.64,0.9999683499336243,492.65,484.13,0.8862935900688171,479.73,576.21,0.9258946180343628,470.22,589.24,0.8154488801956177,519.02,589.94,0.8870819807052612
Fatom_000086_t0008.60s.jpg,Fatom,0,482.54,243.5,0.9999816417694092,469.55,386.97,0.9999685287475586,490.81,478.97,0.8889082074165344,506.13,572.23,0.9279232025146484,493.02,586.83,0.8232148885726929,540.87,582.68,0.8873382806777954
Fatom_000087_t0008.70s.jpg,Fatom,1,481.85,254.64,0.9999822378158569,471.15,401.71,0.9999598860740662,488.45,497.14,0.838216245174408,481.75,573.77,0.902016282081604,467.46,587.36,0.800219714641571,515.29,591.15,0.8543823957443237
Fatom_000088_t0008.80s.jpg,Fatom,0,484.94,255.44,0.9999833703041077,467.58,400.42,0.999961793422699,469.03,495.41,0.8245887160301208,444.35,573.74,0.8900877237319946,429.59,587.01,0.7729410529136658,477.87,591.76,0.8386057615280151
Fatom_000089_t0008.90s.jpg,Fatom,0,493.46,250.4,0.9999833703041077,467.7,397.36,0.9999628067016602,450.51,487.1,0.8108653426170349,408.96,567.76,0.869426965713501,392.5,576.16,0.7315683960914612,439.58,591.8,0.8119885325431824
Fatom_000090_t0009.00s.jpg,Fatom,0,493.81,247.31,0.9999809861183167,466.73,394.32,0.9999651312828064,442.0,487.2,0.8201702237129211,375.87,560.12,0.8749560713768005,359.0,566.01,0.7171326875686646,396.57,594.18,0.8182477951049805
Fatom_000091_t0009.10s.jpg,Fatom,0,494.64,253.55,0.9999799132347107,478.24,399.87,0.9999659061431885,478.01,491.61,0.8155362010002136,453.39,561.43,0.8771348595619202,432.49,568.53,0.72751784324646,488.67,578.18,0.8187001943588257
Fatom_000092_t0009.20s.jpg,Fatom,1,492.14,250.79,0.9999812245368958,471.03,393.5,0.9999657869338989,478.75,482.96,0.804384708404541,444.06,561.7,0.8582440614700317,426.91,570.26,0.7020661234855652,481.35,581.57,0.7997956871986389
Fatom_000093_t0009.30s.jpg,Fatom,0,491.39,240.47,0.9999821782112122,470.91,383.33,0.9999656081199646,488.69,474.17,0.8154088854789734,503.27,566.84,0.8688849806785583,492.98,580.48,0.7240926623344421,540.23,582.27,0.8128232359886169
Fatom_000094_t0009.40s.jpg,Fatom,1,492.72,244.68,0.9999833106994629,477.44,388.16,0.9999634027481079,491.74,480.79,0.8191860914230347,492.38,576.38,0.8778597712516785,479.0,593.82,0.7438504099845886,532.39,594.81,0.8239123225212097
Fatom_000095_t0009.50s.jpg,Fatom,0,498.32,252.59,0.999984622001648,485.54,399.47,0.9999642372131348,489.58,496.85,0.8190363049507141,468.23,583.4,0.8810485005378723,451.79,597.65,0.7513407468795776,507.1,602.66,0.8273008465766907
Fatom_000096_t0009.60s.jpg,Fatom,0,507.35,247.24,0.9999857544898987,484.93,394.74,0.9999663829803467,470.26,491.96,0.8317357301712036,430.98,580.46,0.8884903192520142,416.01,588.94,0.7610865235328674,464.48,603.26,0.835491418838501
Fatom_000097_t0009.70s.jpg,Fatom,1,509.36,243.77,0.9999855756759644,488.03,389.98,0.9999681115150452,466.71,488.21,0.8465023636817932,397.19,569.51,0.897163450717926,377.63,574.34,0.7668998837471008,418.68,602.89,0.8465332388877869
Fatom_000098_t0009.80s.jpg,Fatom,0,508.17,252.49,0.9999757409095764,498.13,396.68,0.9999672770500183,495.24,492.09,0.8430864810943604,407.1,548.35,0.8913804292678833,389.12,549.52,0.7506375312805176,416.87,592.03,0.8405109643936157
Fatom_000099_t0009.90s.jpg,Fatom,1,504.84,251.87,0.9999750256538391,495.79,398.31,0.9999664425849915,497.17,492.45,0.8196747899055481,447.57,559.23,0.8624599575996399,433.23,567.24,0.7145193219184875,479.63,590.59,0.8061379790306091
Fatom_000100_t0010.00s.jpg,Fatom,0,503.44,244.29,0.9999765753746033,497.08,389.06,0.9999645948410034,509.64,477.65,0.805717408657074,520.67,568.39,0.8578729033470154,511.72,585.59,0.7154454588890076,556.55,584.41,0.799243688583374
Fatom_000101_t0010.10s.jpg,Fatom,0,502.38,244.62,0.9999780058860779,496.38,388.94,0.9999638199806213,511.03,479.61,0.8088560104370117,512.35,574.3,0.8674026131629944,499.99,591.67,0.7352297306060791,553.45,590.86,0.8116104602813721
Fatom_000102_t0010.20s.jpg,Fatom,0,502.86,253.41,0.9999796152114868,497.93,399.99,0.9999645948410034,508.42,492.66,0.8135352730751038,492.81,581.2,0.874319851398468,475.85,595.5,0.7483359575271606,542.0,599.02,0.817716121673584
Fatom_000103_t0010.30s.jpg,Fatom,0,507.59,251.2,0.9999814629554749,496.36,399.27,0.999967098236084,487.9,492.31,0.8305745124816895,453.95,579.48,0.8861128687858582,437.51,595.17,0.7712980508804321,486.52,600.77,0.8341487646102905
Fatom_000104_t0010.40s.jpg,Fatom,0,511.72,244.72,0.9999824166297913,496.07,390.98,0.9999664425849915,480.82,481.52,0.8386963605880737,418.21,567.2,0.8866065740585327,399.09,578.05,0.7638665437698364,444.12,599.58,0.8329533934593201
Fatom_000105_t0010.50s.jpg,Fatom,1,512.05,253.44,0.9999811053276062,497.94,398.78,0.9999682903289795,475.8,491.01,0.8529692888259888,394.7,561.97,0.8950718641281128,375.0,563.94,0.774169385433197,405.79,599.44,0.8446275591850281
Fatom_000106_t0010.60s.jpg,Fatom,1,509.74,257.18,0.9999787211418152,491.94,401.77,0.9999697804450989,483.4,497.59,0.8457716703414917,423.23,555.86,0.8882402181625366,411.85,562.32,0.7596654295921326,431.44,595.36,0.8363229036331177
