filename,right_shoulder_x,right_shoulder_y,right_hip_x,right_hip_y,right_knee_x,right_knee_y,right_ankle_x,right_ankle_y,right_heel_x,right_heel_y,right_foot_index_x,right_foot_index_y,Label
Fatom_000017_t0001.70s.jpg,328.64,171.02,322.52,256.41,332.61,322.29,309.4,372.44,300.1,376.22,323.4,389.91,0
Fatom_000018_t0001.80s.jpg,328.18,166.89,321.71,257.88,340.12,325.47,319.8,377.95,301.72,386.04,333.44,397.28,0
Fatom_000019_t0001.90s.jpg,327.53,161.03,321.13,255.93,339.0,317.63,353.56,379.92,350.19,392.65,384.3,396.63,0
Fatom_000020_t0002.00s.jpg,328.89,163.61,322.38,254.85,338.98,322.21,342.38,382.71,333.23,394.08,371.36,396.46,0
Fatom_000021_t0002.10s.jpg,332.66,170.25,324.26,258.71,336.86,324.7,322.99,381.34,312.37,390.25,343.88,398.23,0
Fatom_000022_t0002.20s.jpg,337.65,166.38,323.12,257.0,336.8,316.1,327.82,375.26,318.29,383.19,353.5,384.44,1
Fatom_000023_t0002.30s.jpg,341.29,161.86,326.0,253.52,319.4,317.21,294.23,377.39,283.59,385.74,316.31,397.55,0
Fatom_000024_t0002.40s.jpg,338.18,169.18,328.96,258.81,324.0,314.86,287.11,362.65,275.17,368.56,305.32,383.17,1
Fatom_000025_t0002.50s.jpg,340.39,171.7,326.63,259.41,339.1,323.35,303.52,365.83,291.08,369.97,314.13,390.24,1
Fatom_000026_t0002.60s.jpg,338.67,164.2,323.4,251.8,327.61,317.12,323.58,372.54,313.49,380.16,347.87,392.09,0
Fatom_000027_t0002.70s.jpg,336.39,163.59,320.83,255.35,335.92,323.72,349.11,383.55,344.69,393.92,379.2,415.15,0
Fatom_000028_t0002.80s.jpg,335.57,170.89,324.9,262.4,334.92,328.88,321.84,379.95,312.13,386.36,346.05,398.11,1
Fatom_000029_t0002.90s.jpg,336.6,167.96,323.16,257.71,328.32,327.45,309.66,381.48,300.35,388.06,328.13,396.77,0
Fatom_000030_t0003.00s.jpg,338.14,160.18,318.66,251.54,309.21,313.49,290.67,372.79,272.26,381.41,304.92,390.95,0
Fatom_000031_t0003.10s.jpg,336.28,162.42,320.95,254.38,298.3,319.15,260.1,371.93,246.51,377.68,271.14,394.01,1
Fatom_000032_t0003.20s.jpg,331.47,171.78,322.81,260.1,331.0,322.01,296.4,362.94,285.6,366.9,311.23,386.61,1
Fatom_000033_t0003.30s.jpg,328.14,167.48,319.49,257.08,338.94,320.47,312.46,374.13,301.48,378.29,331.2,395.82,1
Fatom_000034_t0003.40s.jpg,329.01,161.74,320.68,255.71,333.02,318.73,347.58,385.53,345.4,393.77,376.51,397.63,0
Fatom_000035_t0003.50s.jpg,331.43,168.12,322.07,261.63,326.26,327.12,302.31,376.5,291.56,382.2,324.17,399.98,1
Fatom_000036_t0003.60s.jpg,335.99,168.05,322.53,259.02,330.94,326.71,316.67,381.32,306.29,388.62,336.09,399.87,0
Fatom_000037_t0003.70s.jpg,341.23,161.92,325.64,251.25,331.81,316.43,325.89,379.63,316.76,389.26,354.61,397.28,0
Fatom_000038_t0003.80s.jpg,336.58,163.11,320.68,257.77,303.69,315.23,273.61,375.66,263.67,385.44,284.27,395.03,1
Fatom_000039_t0003.90s.jpg,335.69,170.26,324.62,259.26,331.29,324.7,317.75,376.09,301.29,384.42,337.02,391.32,0
Fatom_000040_t0004.00s.jpg,330.79,167.24,315.61,259.57,317.61,328.7,303.28,380.71,292.68,387.56,321.04,399.04,1
Fatom_000041_t0004.10s.jpg,326.91,160.76,315.07,256.53,326.32,324.24,341.71,386.55,331.18,397.13,362.65,399.81,0
Fatom_000042_t0004.20s.jpg,322.93,167.83,310.31,266.33,323.82,336.22,311.1,390.01,305.22,398.32,344.02,406.17,1
Fatom_000043_t0004.30s.jpg,325.11,173.8,309.85,266.12,322.18,336.04,309.33,393.08,296.65,402.7,331.62,408.19,0
Fatom_000044_t0004.40s.jpg,325.39,169.06,308.39,267.18,324.4,328.72,324.76,390.08,316.19,399.2,352.21,396.28,1
Fatom_000045_t0004.50s.jpg,323.19,165.91,306.4,265.77,287.0,334.34,256.42,388.33,249.59,397.73,271.25,407.56,1
Fatom_000046_t0004.60s.jpg,321.41,169.7,313.38,263.12,332.03,325.94,319.04,389.04,309.46,396.56,344.3,398.94,0
Fatom_000047_t0004.70s.jpg,319.53,169.36,306.54,261.6,312.97,332.5,274.23,375.11,261.79,378.73,291.15,398.78,1
Fatom_000048_t0004.80s.jpg,317.68,162.47,308.05,255.22,327.37,322.73,324.18,389.02,314.21,398.81,345.41,402.2,0
Fatom_000049_t0004.90s.jpg,316.65,160.22,304.34,257.5,326.07,321.84,336.98,391.05,335.38,400.37,362.19,401.13,0
Fatom_000050_t0005.00s.jpg,317.27,168.6,306.1,261.48,318.26,329.62,315.11,388.75,304.7,398.37,337.44,404.64,0
Fatom_000051_t0005.10s.jpg,322.41,169.31,308.02,260.18,306.76,328.11,298.75,383.68,289.05,393.5,316.73,400.29,0
Fatom_000052_t0005.20s.jpg,324.82,163.23,306.27,255.56,293.63,319.47,274.2,377.61,265.7,385.95,287.84,397.32,0
Fatom_000053_t0005.30s.jpg,325.83,168.54,309.1,261.35,286.79,327.52,249.5,377.56,240.97,380.17,260.74,398.77,1
Fatom_000054_t0005.40s.jpg,323.55,172.97,309.31,260.41,325.38,325.94,301.93,374.76,291.1,378.79,320.9,389.73,1
Fatom_000055_t0005.50s.jpg,318.95,167.81,303.07,258.16,306.0,321.81,288.41,372.86,282.21,377.64,302.43,388.53,1
Fatom_000056_t0005.60s.jpg,319.34,161.86,303.49,254.94,317.66,316.65,342.1,377.27,338.25,388.29,365.83,394.42,0
Fatom_000057_t0005.70s.jpg,319.38,170.87,311.7,259.97,328.07,328.2,330.5,385.81,321.31,393.96,351.17,401.7,0
Fatom_000058_t0005.80s.jpg,320.67,173.73,312.66,260.12,328.32,323.29,315.06,383.22,304.43,392.73,334.6,400.14,0
Fatom_000059_t0005.90s.jpg,326.66,164.43,315.92,253.72,319.57,319.1,304.26,374.8,294.39,381.34,327.35,385.93,0
Fatom_000060_t0006.00s.jpg,328.76,164.84,313.59,256.26,293.41,318.15,262.05,378.23,249.45,384.11,274.29,394.78,1
Fatom_000061_t0006.10s.jpg,324.32,169.78,316.53,256.92,326.71,318.43,320.92,375.93,313.6,384.66,343.98,392.54,0
Fatom_000062_t0006.20s.jpg,321.59,169.5,309.66,257.76,321.75,325.4,297.44,374.89,287.88,378.76,316.76,392.74,1
Fatom_000063_t0006.30s.jpg,319.99,163.5,305.38,251.42,319.94,316.99,330.87,383.22,323.04,393.59,355.41,397.51,0
Fatom_000064_t0006.40s.jpg,317.61,164.99,307.68,257.42,325.18,326.0,328.47,387.22,320.14,396.88,353.0,403.17,0
Fatom_000065_t0006.50s.jpg,316.64,171.81,307.54,260.33,318.68,330.23,310.66,388.7,302.46,396.81,331.98,406.22,0
Fatom_000066_t0006.60s.jpg,319.33,166.13,305.34,259.74,309.15,324.5,293.67,383.79,280.23,392.01,306.88,403.86,0
Fatom_000067_t0006.70s.jpg,322.27,162.07,306.87,259.24,316.32,315.57,321.52,376.12,315.76,384.03,345.09,397.04,0
Fatom_000068_t0006.80s.jpg,319.08,168.61,307.99,260.2,290.15,317.16,250.79,371.43,246.66,380.17,261.9,394.96,1
Fatom_000069_t0006.90s.jpg,317.87,172.19,307.49,259.5,322.65,327.39,298.97,377.85,288.71,380.63,317.14,394.32,0
Fatom_000070_t0007.00s.jpg,313.21,162.69,306.65,252.78,321.42,319.24,316.37,379.97,309.25,388.45,339.01,398.32,0
Fatom_000071_t0007.10s.jpg,312.04,159.54,303.29,256.41,315.54,325.0,325.93,392.25,318.58,400.62,358.56,415.32,0
Fatom_000072_t0007.20s.jpg,316.04,168.12,308.24,262.36,320.42,328.18,311.5,384.94,303.21,392.28,337.07,397.61,1
Fatom_000073_t0007.30s.jpg,321.24,166.31,307.04,257.71,312.94,325.1,295.29,379.18,285.2,387.66,315.84,392.45,0
Fatom_000074_t0007.40s.jpg,325.51,163.1,311.11,260.35,328.34,318.35,340.89,377.27,333.35,388.75,367.65,398.6,0
Fatom_000075_t0007.50s.jpg,323.51,165.04,311.74,264.59,286.09,320.14,244.88,381.25,237.99,391.74,254.74,398.1,0
Fatom_000076_t0007.60s.jpg,323.47,172.49,316.34,264.48,320.2,328.14,310.06,384.38,299.76,394.42,328.69,397.56,0
Fatom_000077_t0007.70s.jpg,323.55,164.96,311.73,259.38,318.01,327.53,300.53,383.9,288.51,390.09,323.48,399.66,1
Fatom_000078_t0007.80s.jpg,320.99,160.35,310.22,251.59,333.21,317.2,346.22,383.92,342.89,397.27,378.83,397.82,0
Fatom_000079_t0007.90s.jpg,324.01,166.6,311.57,267.5,314.74,332.41,298.42,390.39,287.54,398.71,325.53,410.86,1
Fatom_000080_t0008.00s.jpg,324.91,168.67,312.85,259.4,327.45,328.46,313.37,388.59,305.5,396.25,335.42,404.56,0
Fatom_000081_t0008.10s.jpg,327.99,163.86,313.35,259.88,323.53,327.14,310.04,383.31,299.47,390.89,335.07,390.89,1
Fatom_000082_t0008.20s.jpg,329.29,163.05,312.45,261.15,298.95,322.76,274.56,380.37,264.32,389.78,288.94,399.81,1
Fatom_000083_t0008.30s.jpg,326.6,169.44,309.88,262.53,293.81,326.66,249.46,373.33,241.03,378.97,257.79,393.71,1
Fatom_000084_t0008.40s.jpg,321.95,169.73,310.79,256.79,321.04,324.99,287.61,370.16,276.47,374.17,302.58,393.9,0
Fatom_000085_t0008.50s.jpg,322.16,163.91,309.58,251.84,310.26,318.44,296.51,375.42,291.49,381.33,321.52,395.63,0
Fatom_000086_t0008.60s.jpg,320.8,161.64,309.59,252.46,330.24,316.13,343.23,381.26,334.47,394.39,367.58,397.46,0
Fatom_000087_t0008.70s.jpg,321.87,172.65,311.27,262.56,323.69,326.86,316.26,379.5,303.01,387.31,335.42,398.2,1
Fatom_000088_t0008.80s.jpg,325.92,171.08,308.07,257.35,314.9,325.48,302.67,377.01,293.06,386.33,318.55,398.3,0
Fatom_000089_t0008.90s.jpg,333.63,166.29,315.33,257.01,329.76,313.3,334.65,375.45,329.61,385.45,360.48,400.24,0
Fatom_000090_t0009.00s.jpg,331.57,164.28,312.66,257.07,290.81,322.24,251.62,372.64,241.92,377.66,261.44,396.02,0
Fatom_000091_t0009.10s.jpg,332.94,170.32,317.48,257.87,324.04,321.27,308.05,375.29,296.03,382.73,324.8,390.3,0
Fatom_000092_t0009.20s.jpg,327.18,166.12,311.99,255.55,313.75,322.46,296.81,375.33,287.19,380.94,318.22,394.75,1
Fatom_000093_t0009.30s.jpg,328.45,160.65,310.78,251.66,309.67,318.03,299.48,375.71,289.93,382.67,325.88,401.32,0
Fatom_000094_t0009.40s.jpg,329.76,166.33,315.95,263.3,332.57,330.09,335.77,386.51,324.19,397.76,361.17,403.89,1
Fatom_000095_t0009.50s.jpg,332.06,169.28,320.04,260.06,332.81,326.54,319.16,384.11,306.38,394.13,338.48,402.36,0
Fatom_000096_t0009.60s.jpg,337.17,164.95,322.15,257.27,311.29,324.52,290.97,379.42,280.71,388.77,305.91,400.09,0
Fatom_000097_t0009.70s.jpg,339.23,160.35,324.08,256.32,303.98,316.9,267.09,381.59,250.08,386.29,279.13,403.02,1
Fatom_000098_t0009.80s.jpg,335.1,168.58,329.37,257.4,336.92,321.45,326.58,375.17,313.99,381.61,342.12,389.41,0
Fatom_000099_t0009.90s.jpg,333.71,166.92,326.15,257.15,332.62,324.96,311.82,373.42,300.39,378.87,327.47,393.81,1
Fatom_000100_t0010.00s.jpg,334.17,159.59,327.74,247.55,346.32,310.52,353.87,376.04,347.94,386.85,383.33,402.2,0
Fatom_000101_t0010.10s.jpg,335.21,165.08,326.21,260.34,341.26,326.09,344.68,389.33,334.75,395.63,371.54,401.05,0
Fatom_000102_t0010.20s.jpg,335.91,169.49,326.8,256.83,343.57,325.89,327.29,383.87,317.15,391.67,349.15,402.17,0
Fatom_000103_t0010.30s.jpg,339.13,164.98,329.26,259.01,329.01,325.5,312.97,383.36,299.37,391.9,333.68,395.84,0
Fatom_000104_t0010.40s.jpg,341.83,161.53,328.17,254.16,344.12,307.93,341.84,374.76,334.57,384.01,366.33,394.74,0
Fatom_000105_t0010.50s.jpg,338.53,167.66,327.19,259.34,317.52,316.94,293.34,377.11,282.55,386.1,314.59,395.77,1
Fatom_000106_t0010.60s.jpg,338.25,172.34,325.64,263.41,329.74,327.9,292.87,369.94,281.65,374.31,303.05,394.15,1
Fatom_000107_t0010.70s.jpg,339.92,165.65,327.12,250.72,339.44,321.27,329.21,381.99,318.16,391.85,351.14,399.15,0
Fatom_000108_t0010.80s.jpg,340.88,162.8,320.55,259.82,336.69,330.69,354.37,390.89,338.66,410.61,378.27,421.3,0
Fatom_000109_t0010.90s.jpg,340.26,172.13,321.91,265.96,318.22,324.79,271.43,365.11,266.94,371.02,282.92,383.74,0
Fatom_000110_t0011.00s.jpg,339.89,169.72,323.04,263.51,328.08,332.12,313.56,387.45,302.73,396.61,330.68,403.02,0
Fatom_000111_t0011.10s.jpg,342.01,163.24,321.47,257.41,335.71,318.52,339.05,380.91,331.46,390.29,367.62,398.6,0
Fatom_000112_t0011.20s.jpg,339.74,166.0,320.99,261.97,297.35,325.6,260.61,381.01,246.57,387.29,276.75,400.37,0
Fatom_000113_t0011.30s.jpg,333.74,173.16,325.11,264.37,329.3,327.88,309.82,380.63,296.18,390.28,328.53,394.14,1
Fatom_000114_t0011.40s.jpg,333.17,166.5,319.75,257.26,318.31,326.37,305.23,377.46,296.5,384.89,324.75,394.63,0
Fatom_000115_t0011.50s.jpg,332.79,160.4,319.35,253.14,334.98,319.81,351.73,381.28,348.03,394.53,384.49,394.34,0
Fatom_000116_t0011.60s.jpg,333.73,166.94,322.03,260.47,316.66,323.95,286.52,373.79,275.5,381.3,307.16,394.67,1
Fatom_000117_t0011.70s.jpg,335.37,171.7,323.44,261.85,341.13,326.49,321.77,382.92,314.1,392.48,338.52,398.77,0
Fatom_000118_t0011.80s.jpg,343.2,166.57,326.67,261.54,335.3,325.07,324.24,380.62,314.41,388.6,347.92,386.84,1
Fatom_000119_t0011.90s.jpg,343.67,163.22,322.58,259.88,299.25,323.48,269.89,378.35,260.14,386.98,279.42,395.95,0
Fatom_000120_t0012.00s.jpg,347.94,175.75,331.68,268.99,342.56,320.38,337.31,377.35,329.76,386.67,364.67,386.07,0
Fatom_000121_t0012.10s.jpg,344.51,171.64,331.74,262.26,337.47,325.21,316.68,376.91,307.6,384.21,337.78,391.13,1
Fatom_000122_t0012.20s.jpg,344.23,162.79,323.78,254.09,325.19,318.6,313.99,374.91,306.27,383.25,342.19,392.59,0
Fatom_000123_t0012.30s.jpg,340.85,162.57,324.59,256.77,338.58,322.13,356.37,386.96,346.37,400.79,388.65,403.36,0
Fatom_000124_t0012.40s.jpg,342.08,167.88,330.14,261.57,337.81,328.05,328.45,381.32,317.68,389.77,347.62,400.57,1
Fatom_000125_t0012.50s.jpg,344.93,168.39,332.75,264.47,322.77,334.0,309.51,385.04,301.31,392.76,329.91,399.91,1
Fatom_000126_t0012.60s.jpg,351.53,162.44,335.14,256.26,346.01,314.61,347.75,380.23,340.39,390.52,375.41,397.28,0
Fatom_000127_t0012.70s.jpg,347.65,167.11,331.29,259.76,311.12,322.88,262.91,376.98,252.08,382.03,277.76,399.11,1
Fatom_000128_t0012.80s.jpg,347.74,170.68,336.29,257.26,345.27,321.46,329.53,377.0,319.96,383.49,348.57,389.91,0
Fatom_000129_t0012.90s.jpg,343.78,167.7,329.06,258.34,332.58,327.38,312.81,380.43,302.03,385.75,334.58,396.1,0
Fatom_000130_t0013.00s.jpg,344.03,164.03,326.39,255.63,326.61,319.22,331.47,379.96,323.42,386.66,358.68,406.49,0
Fatom_000131_t0013.10s.jpg,344.22,168.74,330.77,260.65,346.46,328.46,341.84,380.89,332.63,388.93,363.03,397.53,1
Fatom_000132_t0013.20s.jpg,343.36,168.13,324.82,257.18,337.33,323.57,322.45,379.4,311.68,384.16,341.19,397.68,0
Fatom_000133_t0013.30s.jpg,343.86,164.8,326.34,250.37,346.21,308.27,339.54,372.31,331.16,380.31,362.75,380.09,0
Fatom_000134_t0013.40s.jpg,341.66,163.82,321.17,259.72,306.61,321.71,279.41,373.6,280.46,377.3,299.77,391.84,0
Fatom_000135_t0013.50s.jpg,339.08,171.44,325.33,263.65,311.94,325.49,285.02,371.33,274.62,376.44,302.99,393.41,1
Fatom_000136_t0013.60s.jpg,333.17,168.97,320.44,259.23,323.02,325.92,298.96,370.18,287.34,377.27,315.99,392.12,1
Fatom_000137_t0013.70s.jpg,333.34,166.12,317.88,257.03,332.15,325.02,337.35,384.62,334.41,397.3,362.27,398.09,0
Fatom_000138_t0013.80s.jpg,332.58,167.33,314.99,261.21,330.8,329.45,335.85,394.33,333.96,395.31,365.81,404.02,0
Fatom_000139_t0013.90s.jpg,333.0,171.18,315.79,259.38,321.39,325.91,305.65,375.68,291.68,376.98,318.17,400.9,0
Fatom_000140_t0014.00s.jpg,334.99,167.6,316.6,259.53,313.43,324.29,300.8,379.74,292.0,387.04,319.15,398.25,0
Fatom_000141_t0014.10s.jpg,338.37,166.9,317.15,261.53,303.94,324.49,285.35,382.01,277.46,390.8,293.8,399.26,0
Fatom_000142_t0014.20s.jpg,337.29,170.97,318.46,266.41,293.89,327.3,250.54,380.13,242.68,389.18,265.5,398.31,0
Fatom_000143_t0014.30s.jpg,331.27,169.34,324.88,254.31,333.88,314.47,317.08,373.43,309.2,381.18,333.98,387.65,0
Fatom_000144_t0014.40s.jpg,331.88,166.11,317.74,257.61,329.21,324.8,316.97,380.46,309.15,384.86,335.64,398.57,1
Fatom_000145_t0014.50s.jpg,328.35,163.87,314.48,254.56,330.88,317.87,347.88,391.12,345.69,398.15,379.01,414.7,0
Fatom_000146_t0014.60s.jpg,327.67,169.87,314.3,265.37,320.04,333.38,298.34,380.79,287.59,385.61,320.72,404.98,1
Fatom_000147_t0014.70s.jpg,323.79,171.91,314.18,260.65,324.51,327.78,314.45,384.78,305.26,393.17,332.75,403.96,0
Fatom_000148_t0014.80s.jpg,326.5,163.81,315.39,255.62,317.52,320.09,308.89,382.63,300.17,391.31,332.27,392.72,0
Fatom_000149_t0014.90s.jpg,321.18,162.48,308.28,256.3,294.76,321.24,268.17,380.95,258.17,388.68,281.1,401.86,0
Fatom_000150_t0015.00s.jpg,318.93,169.74,311.66,260.86,319.2,324.38,298.03,381.34,287.52,387.7,322.72,391.96,0
Fatom_000151_t0015.10s.jpg,317.31,171.11,304.66,263.95,312.02,329.15,285.33,375.9,274.06,379.57,302.98,394.09,1
Fatom_000152_t0015.20s.jpg,313.71,165.0,308.39,256.81,323.71,324.03,328.78,385.1,322.0,395.87,349.81,398.78,0
Fatom_000153_t0015.30s.jpg,312.86,163.99,303.64,257.42,322.44,326.81,333.18,386.94,325.46,395.97,359.0,400.85,0
Fatom_000154_t0015.40s.jpg,316.64,172.89,305.29,260.94,322.37,328.51,310.86,383.91,302.02,394.09,329.68,403.11,0
Fatom_000155_t0015.50s.jpg,325.14,171.27,309.0,259.86,302.55,323.11,292.41,379.79,283.42,387.35,310.58,396.56,0
Fatom_000156_t0015.60s.jpg,325.44,162.89,305.9,255.55,292.96,320.51,267.87,380.92,258.54,389.81,278.2,397.99,0
Fatom_000157_t0015.70s.jpg,323.19,167.34,308.05,259.87,290.32,323.59,248.5,370.99,239.46,376.51,258.08,391.57,1
Fatom_000158_t0015.80s.jpg,322.25,170.01,307.25,253.97,319.34,321.03,287.74,363.15,277.27,366.65,298.46,386.29,1
Fatom_000159_t0015.90s.jpg,321.66,165.83,306.6,257.19,312.64,323.08,311.47,381.14,301.52,387.75,332.41,396.23,0
Fatom_000160_t0016.00s.jpg,323.38,160.57,310.6,251.47,322.62,318.25,337.68,386.87,338.95,391.33,368.52,410.97,0
Fatom_000161_t0016.10s.jpg,324.93,169.05,314.78,259.27,335.14,328.42,325.57,381.24,313.74,390.5,345.33,397.33,0
Fatom_000162_t0016.20s.jpg,330.26,169.57,316.81,260.27,324.03,327.28,303.76,379.1,292.8,388.92,321.08,395.33,0
Fatom_000163_t0016.30s.jpg,332.36,162.21,316.38,254.17,307.31,315.14,278.52,374.92,276.7,384.02,300.47,393.59,0
Fatom_000164_t0016.40s.jpg,333.04,165.46,319.75,257.91,296.65,321.87,256.28,373.26,245.12,379.9,270.25,393.97,1
Fatom_000165_t0016.50s.jpg,335.25,169.8,324.91,255.69,334.94,319.04,322.7,373.19,313.18,381.27,342.15,386.64,0
Fatom_000166_t0016.60s.jpg,332.11,167.35,318.76,257.61,323.18,326.64,301.88,378.9,294.87,383.39,324.14,398.0,1
Fatom_000167_t0016.70s.jpg,332.75,163.42,317.22,253.39,317.26,318.14,308.11,374.16,299.36,381.25,333.8,398.09,0
Fatom_000168_t0016.80s.jpg,331.45,168.27,322.66,264.42,344.52,326.05,346.82,391.99,333.81,397.35,372.9,404.8,1
Fatom_000169_t0016.90s.jpg,333.57,173.1,321.72,262.06,342.62,328.19,326.25,381.87,314.89,387.55,344.2,400.33,0
Fatom_000170_t0017.00s.jpg,337.39,165.87,326.25,260.14,323.53,325.1,307.61,380.51,299.18,389.32,328.4,396.08,1
Fatom_000171_t0017.10s.jpg,338.27,160.44,322.26,253.28,334.43,314.21,343.92,377.58,339.05,386.73,368.19,395.45,0
Fatom_000172_t0017.20s.jpg,336.67,166.13,324.51,258.2,316.82,316.45,287.0,373.66,275.79,381.29,307.21,394.49,1
Fatom_000173_t0017.30s.jpg,333.19,171.46,323.9,261.57,334.99,328.38,302.91,370.65,290.97,372.94,313.17,394.31,1
Fatom_000174_t0017.40s.jpg,331.0,163.67,322.89,256.56,338.71,325.19,328.08,381.87,314.25,389.96,348.45,399.08,0
Fatom_000175_t0017.50s.jpg,329.76,162.28,317.86,256.03,319.09,320.24,319.65,384.17,311.47,392.1,347.26,407.73,0
Fatom_000176_t0017.60s.jpg,330.07,170.35,319.9,262.74,318.93,328.42,276.31,363.44,275.79,375.12,303.86,393.3,1
Fatom_000177_t0017.70s.jpg,334.24,169.0,324.04,263.24,329.97,333.07,313.08,387.79,302.86,397.39,330.11,404.72,0
Fatom_000178_t0017.80s.jpg,338.01,163.87,322.08,260.87,320.59,324.33,305.79,381.7,295.78,390.3,332.08,399.45,1
Fatom_000179_t0017.90s.jpg,335.82,163.07,319.38,258.36,298.82,325.96,267.09,383.91,258.07,394.03,276.27,403.39,0
Fatom_000180_t0018.00s.jpg,333.48,168.06,327.06,259.71,317.56,315.9,281.64,364.94,270.75,370.2,289.95,388.08,1
Fatom_000181_t0018.10s.jpg,336.51,169.12,322.38,259.46,327.34,326.97,299.3,375.06,289.2,378.78,317.63,394.84,1
Fatom_000182_t0018.20s.jpg,332.89,161.94,322.91,250.94,338.27,318.32,347.15,382.52,341.22,395.23,368.39,396.04,0
Fatom_000183_t0018.30s.jpg,331.99,164.88,320.07,257.64,337.01,326.95,350.66,393.69,343.34,402.28,385.49,405.32,0
Fatom_000184_t0018.40s.jpg,334.37,171.68,324.1,263.87,337.88,329.65,323.11,381.18,311.09,389.24,345.57,398.61,1
Fatom_000185_t0018.50s.jpg,336.06,166.08,324.34,262.37,322.4,330.8,310.06,384.35,298.59,392.24,328.15,400.4,1
Fatom_000186_t0018.60s.jpg,336.16,159.43,323.63,251.38,330.19,315.36,328.78,379.56,321.22,389.4,355.09,396.62,0
Fatom_000187_t0018.70s.jpg,335.87,165.43,324.47,254.66,340.98,316.64,331.25,379.21,321.9,387.88,355.24,387.03,0
Fatom_000188_t0018.80s.jpg,333.65,174.5,325.31,264.52,332.89,329.92,302.06,377.18,290.28,382.18,320.43,390.46,1
Fatom_000189_t0018.90s.jpg,328.29,166.06,321.07,254.59,339.32,322.23,321.37,378.73,310.93,383.89,340.66,395.85,0
Fatom_000190_t0019.00s.jpg,326.86,158.29,316.03,250.73,332.11,318.86,348.11,380.46,343.24,392.91,381.56,405.28,0
Fatom_000191_t0019.10s.jpg,326.35,168.18,317.28,261.7,330.78,332.89,312.73,386.2,308.36,394.73,339.55,398.73,0
Fatom_000192_t0019.20s.jpg,327.24,169.33,318.6,262.15,329.19,329.76,307.74,383.87,296.27,392.21,325.3,399.98,0
Fatom_000193_t0019.30s.jpg,332.3,164.83,317.63,256.7,326.02,321.43,314.27,378.21,303.93,386.39,343.68,382.1,0
Fatom_000194_t0019.40s.jpg,334.04,164.74,317.11,259.78,295.03,322.99,261.32,379.9,246.31,387.24,272.05,396.6,1
Fatom_000195_t0019.50s.jpg,333.58,172.16,322.7,262.51,317.35,319.4,284.56,369.31,273.31,375.61,300.67,387.9,1
Fatom_000196_t0019.60s.jpg,325.83,167.42,316.73,258.31,325.81,325.55,298.86,371.12,287.03,376.96,316.68,389.5,1
Fatom_000197_t0019.70s.jpg,321.74,159.03,315.22,251.94,328.34,318.2,336.72,378.38,329.78,387.37,362.16,399.57,0
Fatom_000198_t0019.80s.jpg,319.06,162.62,313.58,262.44,319.41,325.13,311.12,381.72,300.88,389.9,343.89,391.91,1
Fatom_000199_t0019.90s.jpg,316.52,170.32,311.05,258.7,322.23,324.92,308.98,376.76,300.96,384.47,329.57,394.18,0
